reference,hypothesis,bleu_score,rouge1_score,rouge2_score,rougeL_score
Do you live at home with anyone?,Good. Keep working on quitting one if you can. Cigarettes are really bad for your lungs.,0.0625,0.08695652173913043,0.0,0.08695652173913043
What do you do for work?,Wife: I mean you're a developer so we can have an at home office together.,0.0,0.09090909090909091,0.0,0.09090909090909091
I am sorry to hear that.,"Oh, I see. Do you hope to go back to work soon?",0.16666666666666666,0.2222222222222222,0.0,0.2222222222222222
Does anyone else in your family suffer from high blood pressure?,Do you have any other medical conditions?,0.0,0.0,0.0,0.0
How about diabetes?,"Oh, okay, got it.",0.0,0.0,0.0,0.0
"I took her R O S, and everything looks normal except for mild soreness in her arm due to the vaccine.",Did you experience any bad reactions at your last visit?,0.0,0.0,0.0,0.0
"Okay, thank you for updating the notes.",Any numbness? Tingles in hands? Sudden moisture? Discontinuous warmth or tickling when they scratch your arm.,0.0,0.0,0.0,0.0
"Sure, no problem.",Thank you for the information.,0.0,0.0,0.0,0.0
How're you feeling after the Prednisone?,"She had an extremely reactive skin. I am not sure, if she has been stung by a fire ant, or some other insect.",0.0,0.0,0.0,0.0
"This was your first wasp sting, correct?",Yes. That's a good sign. Did you notice any other symptoms after being stung?,0.0,0.0,0.0,0.0
Did you ever have had any surgery?,"So, have you recently had any major illnesses or surgeries?",0.4,0.588235294117647,0.13333333333333333,0.47058823529411764
"Do you have any history of psychiatric disorders, sir?",Are there any allergic reactions or side effects you experience from medications that you are aware of?,0.11764705882352941,0.23076923076923078,0.0,0.15384615384615383
"Well, it could be anything like depression, or mood disorders. Does anything like that ring any bells?","No, no. I mean for medications like penicillin or aspirin have caused hives or nausea in some people.",0.1111111111111111,0.11428571428571428,0.0,0.11428571428571428
"Hi, how are you all?",Hello. Looks like we have your mother joining us today. Is that correct ma'am?,0.0,0.0,0.0,0.0
How are you related to the patient?,Thank you for filling the form and letting me know what medications she's taking. Did you discuss her list of medications with her mother as well?,0.07692307692307693,0.11764705882352941,0.0,0.11764705882352941
Do you suspect any abuse of drugs?,Perfect.,0.0,0.0,0.0,0.0
"I suspect there was some use of drugs as well. We can't tell which drug she was taking, but It looks like she was taking something.",Thank you for the information.,0.0,0.0,0.0,0.0
"I hope you have understood her case very well and if there are any questions, please reach out to me.","Anytime, ma'am.",0.0,0.0,0.0,0.0
Have you had any G I issues?,And how was your stomach before the diagnosis of cll/?,0.0,0.0,0.0,0.0
So no symptoms other than what we discussed earlier?,"How about heart, lungs, bones, or tumm? Did you ever feel any symptoms relating to these areas?",0.058823529411764705,0.07692307692307691,0.0,0.07692307692307691
Looks like you're in good shape. We're almost done. I just need to confirm a few more things. Seems like they all will be negative.,Thank you for the information.,0.0,0.0625,0.0,0.0625
Any heart issues or genital or urinary tract issues?,Do you smoke or drink?,0.08986579282344431,0.14285714285714285,0.0,0.14285714285714285
"Great. And lastly, how is your range of motion?",Thank you for the information.,0.0,0.0,0.0,0.0
"I just need a few pieces of background information, before we get started.","Any drug screen done before, i mean just to remember.",0.0740818220681718,0.2608695652173913,0.0,0.17391304347826086
"What do you do for a living, sir?",When was your last O U drug screen?,0.0,0.0,0.0,0.0
"Okay, and do you drink or smoke?",Okay. What about smoking or alcohol?,0.14108028748176898,0.4615384615384615,0.0,0.30769230769230765
"Good, are you married?",Good. What is known about out the activities f your daily living?,0.0,0.125,0.0,0.125
Do you two live together?,So A D. L. wasmmoderate_success_GRANTED,0.0,0.0,0.0,0.0
How would you describe your activity level day to day?,Thank you for the information.,0.07357588823428847,0.13333333333333333,0.0,0.13333333333333333
"Well, anything from bathing, dressing, feeding, etc. We call these activities of daily living, how would you rate that?","Yes, things of that nature.",0.012162012525043595,0.16666666666666666,0.0,0.16666666666666666
"Okay, and do you remember when you had your last drug test?",Thank you for the information.,0.0493193927883213,0.11764705882352941,0.0,0.11764705882352941
Have you ever been hospitalized for anything?,Any medical problems?,0.0,0.0,0.0,0.0
And when was this?,That's good.,0.0,0.0,0.0,0.0
Oh gosh. How long have you been skateboarding?,Tell me more about it.,0.0,0.0,0.0,0.0
Do you skate in your neighborhood or at a skatepark?,What happened?,0.0,0.0,0.0,0.0
"Nice. I've never been skateboarding, but I've always been in awe of kids like you who know how to do cool skateboard tricks.",Thank you for the information.,0.005464744489458514,0.06666666666666667,0.0,0.06666666666666667
How old are you madam?,"Good afternoon miss, what brings you in today?",0.125,0.15384615384615385,0.0,0.15384615384615385
Can you tell me how this all started?,Is there any excessive fatigue?,0.0,0.0,0.0,0.0
"Hm, how about chest pain or palpitations?","Any pain, shortness of breath or nausea?",0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857
"Do you have any cough, bloody sputum or any wheezing sensation?",Do you cough up mucous with coughing?,0.16134803485935978,0.33333333333333326,0.125,0.33333333333333326
"How about any fainting spells, feeling like you are going to pass out?",Do you have a hard time breathing?,0.06062469223956427,0.1,0.0,0.1
How long have you been feeling like this?,Orare you have any wheezing?,0.21952465443761057,0.3076923076923077,0.0,0.15384615384615385
How're you feeling?,"How are you feeling, sir? Are you getting migraines again?",0.1,0.4285714285714285,0.16666666666666666,0.4285714285714285
How often do you get migraine headaches?,Where does it hurt the most?,0.0,0.0,0.0,0.0
I understand. Do you see a neurologist?,Well let's order a medication to get you through this.,0.2,0.2222222222222222,0.0,0.1111111111111111
I can write you a referral because it's always best to get a second opinion or a brain scan.,"Make sure you find one, it'll help.",0.02572747316399319,0.14285714285714288,0.0,0.14285714285714288
"So, tell me any chest pain or shortness of breath?",Do you have any history of heart ailments?,0.19470019576785122,0.22222222222222224,0.0,0.22222222222222224
"Any bleeding disorder, prolonged bleeding or anything?","Okay, have you found it hard to breathe or experienced shortness of breath?",0.07692307692307693,0.1,0.0,0.1
And I already have G I and urinary tract reports. Anything else?,Are you diabetic or have any other-type of hormone imbalance?,0.0818730753077982,0.08695652173913043,0.0,0.08695652173913043
Any past surgeries I should know of?,Have you had surgery before?,0.0,0.16666666666666666,0.0,0.16666666666666666
Do you remember which side?,Are you sure it was the femur?,0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666
Let me pull up your records.,Do you remember the type of fracture?,0.0,0.0,0.0,0.0
"Okay, I see. It looks like you had a repair of the right intertrochanteric femur.",Hip or I T.,0.015981965301676893,0.10526315789473685,0.0,0.10526315789473685
Hello there!,"How long has it been since your last visit, ma'am?",0.0,0.0,0.0,0.0
I am good. Do ypu mind stating your age and waht brings you in today?,I am doing great. Welcome back. I see you are here after four months. How is everything going with the blood pressure medications?,0.13043478260869565,0.2105263157894737,0.05555555555555555,0.2105263157894737
"Hm, what kind of pain is it? Like sharp pain or dull?","Ouch, okay let me examine you.",0.0,0.0,0.0,0.0
"Okay! So, it's on the right side?",Are you able to exercise and walk like before?,0.0,0.0,0.0,0.0
And when was your last visit to renal clinic?,Do you feel shortness of breath or feel like you cannot breathe?,0.0,0.0,0.0,0.0
Hm and you mentioned you are doing much better than before in terms of managing your high blood pressure with the current medication?,Your blood pressure looks great today by the way. I was comparing it to the readings you had previously.,0.17055952314366876,0.23809523809523808,0.049999999999999996,0.1904761904761905
"Yes, it is much better than any of your previous visits. And no side effects, right?",Do you have chest pain or abdominal pain?,0.0,0.0,0.0,0.0
"Hm, and any other problem or any uneasiness?","Any constipation or diarrhea, nausea or vomiting?",0.12383969996431167,0.26666666666666666,0.0,0.26666666666666666
"Any nausea, vomiting or diarrhea?","Any dizziness, lightheadedness or weakness?",0.4,0.4000000000000001,0.0,0.4000000000000001
"Any weakness, dizziness or lightheadedness?",Do you have any history of extremity pain?,0.0,0.15384615384615385,0.0,0.15384615384615385
Any constipation or stomach pain?,Thank you for the information.,0.0,0.0,0.0,0.0
"Any shortness of breath, chest pain or difficulty breathing?",And no untoward sides effects from any medications.,0.0,0.11764705882352941,0.0,0.11764705882352941
How bout any breathing issues while you sleep or when you lay down?,Thank you for the information.,0.04037930359893108,0.1111111111111111,0.0,0.1111111111111111
And do you exercise?,Thank you for the information.,0.2,0.22222222222222224,0.0,0.22222222222222224
Okay.,Do you feel out of breath while exercising?,0.0,0.0,0.0,0.0
And you mention it is kind of radiating from your lower back.,And you are not having pain in your legs?,0.23884377019126307,0.28571428571428575,0.10526315789473685,0.28571428571428575
And no pain in your toes or lower legs?,Thank you for the information.,0.0,0.0,0.0,0.0
"Okay, did you try any medicines?",And no pain radiating out into your legs?,0.0,0.0,0.0,0.0
"Okay, let's try something stronger, I will write you a prescription for it. You can take it for a week and if your pain does not improve, we will take some x rays.",Do you try to take any medications for the pain?,0.0401035374891215,0.22727272727272727,0.0,0.1818181818181818
How old are you again eighty-five?,"Hello everyone! Welcome back to the psychiatry clinic, I have a return patient today.",0.0,0.0,0.0,0.0
"Okay. Overall, you do look better today and these medicines should take care of the pain.","Lauren, if you could remind me, what is the chief complaint for little Tyler today?",0.12473426467088237,0.19354838709677422,0.0,0.12903225806451615
Take care.,Welcome back Lauren. I see you have brought Tyler back today.,0.0,0.0,0.0,0.0
Do you have any known drug allergies?,Any known medicine allergies?,0.23618327637050734,0.5454545454545454,0.2222222222222222,0.5454545454545454
"Hello, miss. How was your weekend?",Do you drink at all?,0.0,0.0,0.0,0.0
I see. Did you drink alcohol at the party?,"Well, let's take a look and see what's going on.",0.0,0.09523809523809525,0.0,0.09523809523809525
Would you say you drink occasionally then?,That sounds nice. Welcome your consult to my table.,0.0,0.0,0.0,0.0
Do you have any personal history of heart disease or diabetes?,"Before I can provide accurate care that is safe for you, let me ask a few questions.",0.0,0.07142857142857142,0.0,0.07142857142857142
"Any family history of heart disease, diabetes or hypertension?",Any history of diabetes?,0.21487859764514256,0.6153846153846153,0.18181818181818182,0.6153846153846153
Your bloodwork came back with borderline elevated cholesterol levels. I would like to just keep any eye on this for now. Let's have you come back in one month. We will check your cholesterol levels again.,Do you use tobacco?,8.386565697562796e-05,0.04878048780487805,0.0,0.04878048780487805
Are you experiencing any symptoms?,Any tobacco use?,0.0,0.25,0.0,0.25
I'm sorry to see that she's not doing well.,"Hello, doctor. This is a two month old girl who is being brought in today.",0.0,0.0,0.0,0.0
Oh wow. We'll see what we can do for her. How's her breathing been?,Sounds like she's had a rough go of it. Is the cough a new thing for her?,0.058823529411764705,0.17647058823529413,0.0625,0.11764705882352941
Has she been running a fever?,"I'm sorry, retract?",0.0,0.0,0.0,0.0
Has she been feeding well?,Any trouble eating?,0.0,0.0,0.0,0.0
Is anyone else in the family sick?,I see. Any siblings?,0.0,0.0,0.0,0.0
How long has he been sick?,I see. Is he experiencing any diarrhea? Is he vomiting?,0.1,0.125,0.0,0.125
You mentioned that she's been coughing a lot. Is she bringing anything up with her coughs?,How soon after feeding does she regurgitate?,0.03949329237565206,0.08333333333333333,0.0,0.08333333333333333
Does she happen to experience similar symptoms after her feedings?,"Oh my, um, does she cough up food contents after every coughing spell?",0.15384615384615385,0.2608695652173913,0.09523809523809525,0.2608695652173913
Any diarrhea?,"When she coughs, what is her breathing like usually?",0.0,0.0,0.0,0.0
Are you taking any medication?,"So, are you taking any calcium and multivitamin supplements?",0.3333333333333333,0.5714285714285714,0.5,0.5714285714285714
Hey what you got there?,What brings you in today?,0.2,0.4000000000000001,0.0,0.4000000000000001
Oops!,"Oh, I see. So it's a boil?",0.0,0.0,0.0,0.0
How's everything going on?,What is going on? How are you doing?,0.25,0.4615384615384615,0.18181818181818182,0.3076923076923077
What exactly does this pressure feels like?,Are you still feeling that tingly pressure in back of your head where you felt like a water was running down on the hair? This is what you described last time that you felt water on your hair.,0.02631578947368421,0.2222222222222222,0.0,0.08888888888888889
How frequent are these feelings? Is anything helping you? Are you taking any medications or anything else for it?,Are you feeling the same pressure and tingling or a change from the last visit?,0.15318566767292974,0.23529411764705882,0.0625,0.17647058823529413
Is anything else going on?,How much Aleve do you take in a day?,0.0,0.0,0.0,0.0
"It feels like insomnia to me, but what are your working hours?",Is it not insomnia?,0.0,0.25,0.0,0.25
How is the quality of your sleep? Do you wake up many times or have sound sleep for those five hours?,Are you getting up during these five hours of sleep? Or it is like straight through?,0.27435586085499064,0.4324324324324324,0.05714285714285715,0.2162162162162162
Have you ever lost your sleep to catch your breath?,Do you wake up at midnight and realize that you're gasping for air and you don't know what happened?,0.05263157894736842,0.06451612903225806,0.0,0.06451612903225806
"Have you ever had surgery on any of your extremities, like your arms or legs?",Any prior surgeries?,0.0,0.2222222222222222,0.0,0.1111111111111111
"Good, have you had any other surgeries on anywhere else?",Okay.,0.0,0.0,0.0,0.0
Hello. It has been a long time. Nice to see you again. How can I help?,"Okay, I will start with the follow up report from the nurse, and then we will reflect upon what has changed since your last report. Looks like here is a follow up reflection. Has there been? Could be reported change here, but let me check. Oh, I am happy to see things have not changed here. Good.",0.08771929824561403,0.1643835616438356,0.02816901408450704,0.1095890410958904
"Great! You are absolutely right. Prevention is key. Are your social history and medical conditions the same as last visit? Here, you can look at the chart.","I agree. So everything is the same since last time, right?",0.08491144694215032,0.2631578947368421,0.05555555555555555,0.21052631578947367
Do you have any known drug allergies?,Any known allergies to drugs or food?,0.14285714285714285,0.5714285714285714,0.16666666666666666,0.42857142857142855
"Hi, I'm the doctor that'll be treating you today.","Hi, there, sir. How are you doing today?",0.22062422564614886,0.3157894736842105,0.0,0.3157894736842105
What's bringing you in?,What can I do for you?,0.0,0.3636363636363636,0.0,0.3636363636363636
How long since you first noticed it?,Does the pain/tenderness resolved?,0.0,0.0,0.0,0.0
Where on your chest?,Have you noticed an increase in size as well?,0.0,0.0,0.0,0.0
Is it causing you pain?,Where do you feel pain or tenderness?,0.14285714285714285,0.3333333333333333,0.0,0.3333333333333333
Has it grown in size?,What does it feel like when I poke it?,0.1111111111111111,0.14285714285714285,0.0,0.14285714285714285
"And just to confirm what is in your chart, can you confirm your age, race, and gender.",Is it painful?,0.0,0.1,0.0,0.1
How's she doing today?,"We don't want to change anything, just keep giving her the antibiotic and nasal decongestant drops. But please make a note that she has ongoing purulent rhinitis and highly probable sinusitis and serous otitis?",0.029411764705882353,0.049999999999999996,0.0,0.049999999999999996
Both ears?,Thank you for the information.,0.0,0.0,0.0,0.0
How long has she been bringing up green snot?,Thank you for the information.,0.0,0.0,0.0,0.0
"Let's see. It looks like she may have sinusitis. After checking both ears, I noticed fluid buildup in the right middle ear. I'll go ahead and prescribe her some antibiotics and hopefully she'll be as good as new in a few days. I'd like her to come back for a follow up to make sure all the fluid in her ear is gone.",And how long has this been bothering her?,0.0,0.05333333333333334,0.0,0.05333333333333334
Do you have any allergies?,What about food allergies? Or any kind of allergies?,0.2222222222222222,0.2857142857142857,0.0,0.2857142857142857
How old is the baby girl?,"How old is your daughter? When you were filling out the forms, you weren't sure how to spell her first name. Is the Tarah okay? It is a beautiful name. Also, the father, is he present? Or how would you like me to refer to him? Is he Dad, Father, or male figure?",0.07547169811320754,0.13333333333333333,0.10344827586206896,0.13333333333333333
And you both are her parents?,"She is young, but it is always exciting to meet a new patient.",0.0,0.0,0.0,0.0
Tell me what happened in detail.,"So, what brings Tarah in today?",0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
Was she taking any medications for that?,Poor thing.,0.0,0.0,0.0,0.0
What kind of symptoms are showing now?,Does she is having unusual behavior again? Or is she having any of the old symptoms mentioned to me before?,0.1,0.14814814814814817,0.0,0.14814814814814817
Does she becomes floppy like can't control her body during that phase?,That sounds like a pause or staring spell.,0.07581633246407918,0.1904761904761905,0.0,0.09523809523809525
How long is that period?,Is it new? Or was she experiencing this before her treatment started?,0.0,0.11764705882352941,0.0,0.11764705882352941
What are your thoughts on this? As a mother you might be spending more time with her.,"No, mom, I think it lasts somewhere around three to four minutes. I think she is supposed to be two to three times her normal duration.",0.038461538461538464,0.13953488372093026,0.0,0.13953488372093026
"So, it is somewhere around thirty to forty seconds.","Oh, that is totally different then. It seems like it may be associated with the drug therapy. Was she ever shaking or convulsing after these episodes?",0.07692307692307693,0.1142857142857143,0.0,0.05714285714285715
Was she having any kind of jerky motions?,"Oh, sorry, but how are the pausing events categorized?",0.0,0.0,0.0,0.0
Have you changed her medications like the amount you are giving or anything like that?,Thank you for more information. Did her recent episode cause any unconsciousness or was she shaking?,0.1875,0.19354838709677422,0.0,0.19354838709677422
I'm looking at the record and it says that she is supposed to take twenty M G per kilogram every day. It looks like a very low dose for her.,Thank you for telling me more. How much is she currently taking per day?,0.09111615923542012,0.26666666666666666,0.0,0.17777777777777778
Do you have any major medical conditions that run in your family that I should know about?,You do smoke and drink I see?,0.03423586234882512,0.25,0.0,0.16666666666666666
"Well, it could be anything from A D H D to substance abuse to epilepsy.","No it is just something many people do not like to disclose but I cannot help you, if you do not tell me wrong habits you have?",0.07407407407407407,0.09523809523809523,0.0,0.09523809523809523
Is she taking any medications?,Do you know what kinds of medications she's been taking?,0.0,0.37499999999999994,0.0,0.25000000000000006
Take your time.,Hm I think I see it in your purse here. Let me move this. Oh okay. So we are just going to hold onto this. It looks like she's on something that's an anxiolytic. Do you know which one she's on?,0.024390243902439025,0.04255319148936171,0.0,0.04255319148936171
"And you're allergic to Sulfa drugs, correct?",Any allergies?,0.0,0.0,0.0,0.0
What happens when you take Sulfa drugs?,Let me know the details.,0.0,0.0,0.0,0.0
"And we did review your family history last time. No one else suffers from heart problems in your family, right?",Hi there! How are you today?,0.0,0.0,0.0,0.0
So what brings you in today?,"Welcome, ma'am.",0.0,0.0,0.0,0.0
When did you first notice the pain?,Joint pain?,0.0410424993119494,0.22222222222222224,0.0,0.22222222222222224
Have you ever taken any prescribed drug for your headaches.,Has anything helped with the headaches doc?,0.0,0.11764705882352941,0.0,0.11764705882352941
What do you take when you get headaches.,Have you taken over the counter medications for this?,0.1111111111111111,0.11764705882352941,0.0,0.11764705882352941
So only over the counter medications? Do they work in providing you relief?,Thank you for the information.,0.08075860719786215,0.2222222222222222,0.0,0.1111111111111111
Okay.,Thank you for the information.,0.0,0.0,0.0,0.0
Is this your first pregnancy?,Is this your first pregnancy?,1.0,1.0,1.0,1.0
"Do you smoke, sir?",Do you drink or smoke?,0.4,0.6666666666666665,0.28571428571428575,0.6666666666666665
"How about alcohol, do you drink?",Thank you for the information.,0.1637461506155964,0.1818181818181818,0.0,0.1818181818181818
How many kids do you have?,Tell me your story. How is your support system at home?,0.09090909090909091,0.11764705882352942,0.0,0.11764705882352942
That's great to hear. Do they live with you or your ex husband?,"That's wonderful, do they live with you?",0.2424987689582571,0.6363636363636364,0.5,0.6363636363636364
Wonderful.,I see. Are you married?,0.0,0.0,0.0,0.0
Do you drink or smoke?,"Sounds like it. So, are you married?",0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666
Gotcha.,Thank you for the information.,0.0,0.0,0.0,0.0
"So, what's going on with your hand, miss? Is it right or left?",How long has your hand been bothering you?,0.06690767856487378,0.18181818181818182,0.1,0.18181818181818182
Can you elaborate what's happening?,What are your symptoms?,0.0,0.2,0.0,0.2
Did anything change in your daily routine?,Have you had these episodes at night?,0.0,0.0,0.0,0.0
What does a normal day look like? What is it like at work?,Did that help stop the tingling at all?,0.06690767856487378,0.09523809523809525,0.0,0.09523809523809525
Is it the same day or night?,I see. What else makes it worse?,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
Is it in your whole hand or some specific fingers?,What other fingers are involved?,0.0,0.13333333333333333,0.0,0.13333333333333333
I don't think so. But we can get a test done to confirm it if you want.,Thank you for clarifying.,0.009693551957930502,0.0909090909090909,0.0,0.0909090909090909
Are you still take Prevacid?,"You have taken Prevacid in the past, right?",0.0,0.3076923076923077,0.0,0.3076923076923077
"Okay. Yes, it looks empty. I think they did a straight cath.","So true, we did a straight catheter and got urine, but there were no leukocytes noted within the urine. There was a little bit of blood from catheterization but otherwise normal urine. We did X ray noted some stool within the vault. How is he feeling otherwise? Is he acting normally at home?",0.05660377358490566,0.09230769230769231,0.0634920634920635,0.09230769230769231
"Okay. Yes, there were no leukocyte seen. That means no infection.","Yup, I've got the results back from diagnostic, he shows normal levels of creatinine and urine output, per the machines, so that's good. I did send a sample out to the lab that we should get results from soon.",0.0,0.038461538461538464,0.0,0.038461538461538464
"Yes, during catheterization but the urine is normal.","It's very common when doing catheterizations. It all looks fine, nothing to worry about. Maybe some irritation. It should resolve on its own. Although he's ten, I would like you to start giving him more water, less soda based on the thick consistency of his urine.",0.021739130434782608,0.10714285714285714,0.0,0.10714285714285714
In your x ray there was stool seen in the colon.,Can you ask backpack man to up his fluids please? A tall glass of water at the top of every hour.,0.047619047619047616,0.0625,0.0,0.0625
"Yeah, he is fine. I can see that he is very active. Jumping up and down.","Yes, very active, no findings. See he is jumping in your room.",0.17913282764344732,0.42857142857142855,0.15384615384615383,0.28571428571428575
Hi champ!,Hello how are you?,0.0,0.0,0.0,0.0
Is there any relevant medical history or medical issues going on in your family in present or in past?,Do you drink alcohol?,0.0,0.0,0.0,0.0
Do you drink or smoke?,Any history of alcohol withdrawal?,0.0,0.0,0.0,0.0
How's the patient doing?,What are you doing for exercise?,0.0,0.1818181818181818,0.0,0.1818181818181818
"In stable condition, but I'm not yet able to obtain a history from them.",Great!,0.0,0.0,0.0,0.0
Please page me when they're awake and able to answer questions. I'll be on the eighth floor if you need me.,Swimming is out of the question?,0.013680833103983133,0.13793103448275862,0.0,0.06896551724137931
Will do.,Yup.,0.0,0.0,0.0,0.0
"Sure. It's called Serotonin syndrome, ma'am. After careful evaluation of your labs, we found out that your white count and C P K was high, and those abnormalities lined up with serotonin syndrome. What are you experiencing right now?","Absolutely. Well apart from your P N A S A, we treated you for Serotonin Syndrome. Post reevaluation, your labs showed abnormal quantities. We found that due to Serotonin Syndrome you had elevated white cells count and C P K. This is consistent with your history of taking Prozac. Subsequently, symptoms like Restlessness, agitation, and increased bowel activity also supported our Serotonin Syndrome.",0.23809523809523808,0.4230769230769231,0.1568627450980392,0.3269230769230769
"These can match serotonin syndrome as well. You deny any fever, tremor or hypperflexia so we will give you some IV fluids and I will check on you in an hour or so.","Don't worry we administered fluids I V and your C P K improved. Also, after stopping Prozac, there is significant improvement. While discussing this, I see here that you have a follow up with Doctor X on Monday.",0.15789473684210525,0.16666666666666669,0.0,0.1388888888888889
Looks like your C P K counts improved with I V fluids and after discontinuing Prozac.,"Here, all your electrolyte abnormalities are resolved. Your P N A S A looks fine to me. Now I will be discharging you. Let me help you get this chart here.",0.0967741935483871,0.1702127659574468,0.0,0.12765957446808507
"Yes, your C P K and white blood cell counts have come back down. Almost normal now.","Yes, your white blood cells count has come back towards normal. That is great.",0.34590760585945257,0.5806451612903226,0.3448275862068966,0.5806451612903226
"Okay, I see that you have a history of panic attacks and you do have depression and anxiety, is that correct? Last Friday, I talked to psychiatrist about your issues, and he recommended Cymbalta as an alternative to Prozac.","With your history of depression and anxiety, we need to do something about your panic attacks. In my opinion, Doctor X will be a best person to discuss this. I will call and ask him to see you on Monday, or if lucky maybe I can squeeze you on Wednesday. Anyway, Doctor X will be available on Friday. In the meantime, tell me more. How you feeling now? Is there anything that is worrying you?",0.26666666666666666,0.38596491228070173,0.08928571428571429,0.1754385964912281
Oh wow.,"It is good that your daughter is visiting you, so if you have any problems then you can call her at that time.",0.0,0.0,0.0,0.0
That's nice. Do you have someone who can drop you home and help you?,What will you do until your daughter gets here?,0.06375038008193697,0.16666666666666669,0.0,0.08333333333333334
"Okay that sounds good. Just continue with your medications for high blood pressure and diabetes as well. So, we treated your imbalance issues and gave you IV fluids, you do not have any more diarrhea, right?",That sounds good.,1.1134467193497106e-05,0.15384615384615385,0.1081081081081081,0.15384615384615385
"Welcome to the clinic, miss.","How are you today, ma'am?",0.0,0.0,0.0,0.0
What brings you to the clinic today?,How old are you now?,0.13406400920712788,0.16666666666666666,0.0,0.16666666666666666
Do you have a history of epilepsy?,Let me evaluate you for that. I have ordered a Video E E G for you.,0.1875,0.26086956521739124,0.0,0.26086956521739124
Okay. What makes you feel like you are having seizures again?,Thank you for the information.,0.060238842382440407,0.12500000000000003,0.0,0.12500000000000003
Okay. Do you have weakness when you wake up?,"I see, thank you for letting me know about your symptoms. Have you ever had an E E G or video E E G before to see if you are having electric discharges in the brain?",0.05555555555555555,0.13333333333333333,0.0,0.13333333333333333
Okay. That is good to know. How old are you?,"That sounds horrible. Seizures or not, we need to get to the bottom of this issue.",0.125,0.15384615384615385,0.0,0.15384615384615385
Okay. I would like to perform a video E E G today. By doing the video E E G we will have more information on whether you are having epileptic seizures or non-epileptic events.,"So, the history of seizures goes back to when you were very young?",0.06117359653479206,0.16666666666666666,0.0,0.08333333333333333
Do you have time for us to do it today?,How long are these episodes?,0.0,0.0,0.0,0.0
Excellent! I will have the nurse come in a get you set up.,Remind me what happens when you have one of these non epileptic episodes?,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693
We have placed this nasogastric tube for decompression.,"Hi, how are you feeling today?",0.0,0.0,0.0,0.0
How are you feeling now?,How is the nausea and vomiting?,0.16666666666666666,0.1818181818181818,0.0,0.1818181818181818
We are following up with you for your prostate cancer which has metastasized to your bladder and in several locations throughout your body including the spine and shoulder.,"Welcome in, sir. Your follow-up with Doctor Bhattacharya?",0.01026062482798735,0.2702702702702703,0.11428571428571428,0.16216216216216214
"Oh okay, we will have to evaluate that then. Let me ask you few other questions to get this out of the way. How about your back pain, how's it? Also any incontinence?","Yes, Doctor noted that you keep passing blood even though there is no change in your back pain. How much pain are you in the scale of ten, if ten is unbearable pain? Also, have you experienced any incontinence issues in the past, or right now, any inability to control your urine or stool?",0.18518518518518517,0.29545454545454547,0.09302325581395349,0.2045454545454545
"All right. How about fever, belly pain, nausea or vomiting?",Are you running fever?,0.0,0.14285714285714288,0.0,0.14285714285714288
"Are you able to pee noramally and pass urine, you aren't retaining? How about blood in stools?","Are you experiencing any abdominal pain, or any other gastrointestinal issues like black tarry stools, or bright red stools?",0.15789473684210525,0.16216216216216214,0.05714285714285714,0.16216216216216214
Okay. Can you tell me if you have finished your chemo?,How about nausea? Or vomiting episodes?,0.0,0.0,0.0,0.0
"Yes, we are looking at that at this point.",What exactly is your condition?,0.0,0.0,0.0,0.0
Do you have any hospice care facility listed?,I mean what were you diagnosed with?,0.12383969996431167,0.13333333333333333,0.0,0.13333333333333333
That treatment management we are focusing on-,"So, what is the game plan going forward? What is your treatment plan?",0.07692307692307693,0.1,0.0,0.1
Hello. I see you're here for a follow up.,Any past medical history I should know about?,0.11031211282307443,0.11111111111111112,0.0,0.11111111111111112
I see. Is it fine if I go over your medical history?,Have you been to see a doctor for this problem before?,0.0,0.08695652173913043,0.0,0.08695652173913043
"Great. I see you had a history of hives before, right?",Did you get hurt or anything?,0.07243303475117971,0.11764705882352942,0.0,0.11764705882352942
I see you had dialysis as well. How many times have you had that?,"Okay. So, what seemed to be the problem? Did you get your labs back?",0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142
"I see. You also have high blood pressure, right?",Were you feeling really tired and nauseous at the time?,0.0,0.10526315789473685,0.0,0.10526315789473685
Hm. They might associate your kidney problems with high blood pressure. Let's take a closer look.,"I'm looking over your past labs, and it looks like you have already begun experiencing some symptoms.",0.058823529411764705,0.11428571428571428,0.0,0.11428571428571428
Looks like he has a foreign body in his left eye.,Have you ever been diagnosed with any conditions?,0.0,0.0,0.0,0.0
"His fever is running very high, I think he is having a febrile seizure.",So he ran a fever and then had a seizure?,0.20109601381069178,0.3333333333333333,0.0,0.25
"Yeah, I think so too.",Is there any medical history I should know of?,0.1111111111111111,0.14285714285714285,0.0,0.14285714285714285
"Ma'am, let us have a look.","I think so, he seems a little more post um today. He has had a febrile seizures before.",0.05555555555555555,0.08,0.0,0.08
"Do you have any history of tobacco, alcohol, or drug use?",Do you indulge in tobacco?,0.12047768476488081,0.37499999999999994,0.14285714285714288,0.37499999999999994
Do you have a history of alcohol or drug abuse?,Do you drink alcohol?,0.11156508007421491,0.4285714285714285,0.16666666666666666,0.4285714285714285
